No,UHH
1,62.68760439313189
2,61.68906772885214
3,60.48939380068998
4,62.51269818874323
5,62.54029224997328
6,59.774099768533574
7,59.8573482257749
8,59.864760659062654
9,59.66399438948076
10,57.93444200623969
11,62.21380167936093
12,60.48706093704084
13,60.128632017393215
14,57.947871432452644
15,62.25169374452696
16,60.53605781424119
17,61.12007850555631
18,60.464661937772576
19,59.99744054554492
20,61.04798037302305
21,60.60740669647464
22,62.155034388024774
23,62.096707202166385
24,62.040236761403435
25,59.76314455843465
26,61.88196590969517
27,61.785735734036166
28,62.28815835286275
29,60.05468609415573
30,60.50123135666138
31,60.1195856462806
32,60.25495498581779
33,61.13311546730563
34,62.12549840807594
35,60.52089862988976
36,61.1447249722263
37,62.27098890808554
38,62.210997160072
39,59.915510720567795
40,60.93457735874142
41,59.85805727928016
42,62.04216238661036
43,60.621466238192966
44,61.84304378667355
45,60.106301827059156
46,62.48756045759944
47,60.18083221493896
48,60.30628945630394
49,61.2285736235325
50,61.083097162194804
51,60.945047681242954
52,59.86897853729204
53,60.129968508263914
54,60.21043040096117
55,62.46891604800828
56,58.25998482812486
57,60.17301950018498
58,62.51376798993522
59,60.22837972917603
60,64.42357251440205
61,55.90670806063679
62,61.666922173616854
63,62.72949202079815
64,60.368967974143175
65,62.797008128452376
66,60.43716564342628
67,60.659228026106916
68,61.32234337947409
69,62.866380981199995
70,60.50722005780278
71,62.937610579045554
72,63.60338662925767
73,60.5791312172754
74,62.68858773966838
75,60.27115726070531
76,62.562011079339186
77,60.285039418645624
78,60.145943723636606
79,62.50150786681877
80,58.0835149485232
81,60.08612207274689
82,61.916969634807515
83,60.9003253381519
84,61.080301983326876
85,60.886272868482024
86,62.3311386998397
87,62.27806246770285
88,62.17748023872298
89,60.64487858459631
90,63.08492921582854
91,62.084324990125765
92,59.511045434608036
93,62.04053248347225
94,61.99859672191303
95,60.43319222224579
96,61.95851770545539
97,59.55062908930029
98,61.920295434090235
99,60.41598179087066
100,59.51308837956492
101,58.36361673649333
102,60.29392327399853
103,61.84942112664919
104,60.471014750414156
105,61.60579780349724
106,62.81082561044184
107,60.18188899542508
108,62.880294554661646
109,60.82284737188036
110,62.95162024397666
111,63.073530179756176
112,60.320858807334275
113,60.348725026149964
114,60.58462532556803
115,63.02480267838871
116,61.76663032779777
117,60.65848932161077
118,65.2801751988676
119,63.176737782498435
120,60.543239113424875
121,60.81178754897917
122,60.891221780309365
123,62.694059178939256
124,60.76691364509804
125,61.21989404900012
126,62.62993856769424
127,60.20467409372429
128,61.14757272637269
129,62.56767470154989
130,62.50726758050075
131,62.337186687932785
132,62.2330831517005
133,62.18381650122808
134,60.63584496882356
135,62.1364065958536
136,62.09085343557342
137,62.00531735030415
138,61.927208245420275
139,59.511485634255564
140,60.285562298521086
141,59.965606567042755
142,59.442166633015745
143,60.2429488974343
144,59.4102922500382
145,60.20219224144273
146,59.352113719377826
147,59.95254764965682
148,61.73744281307734
149,60.09106274404928
150,61.712313848859026
151,60.026260137935765
152,61.614520204203814
153,59.91893586686399
154,61.600531710560404
155,60.641440872609905
156,60.37795218507324
157,60.6990917067227
158,60.446342037297086
159,64.7640618136287
160,62.892780671291234
161,61.81665955009919
162,60.51658863461523
163,60.819963610233
164,63.037480977958126
165,60.662652064539884
166,60.94826249413052
167,62.69810316137443
168,62.63407864160615
169,60.20029861099317
170,60.06347125216996
171,60.07918292999818
172,62.70042618489822
173,60.636841379719385
174,62.406146058749414
175,60.75875801986729
176,60.073572173382104
177,62.399644996445545
178,58.119015973871115
179,60.853736553030444
180,62.345000293624594
181,59.90611251452208
182,62.24128112327742
183,62.192206655749374
184,59.75536356152986
185,62.14498893331472
186,62.09962795597346
187,59.501632348036196
188,60.50451524424932
189,62.056123723736505
190,62.0144762365893
191,60.40296210209124
192,61.97468549454277
193,60.4407285345045
194,59.54125020846948
195,60.3549706486541
196,61.93675149758781
197,61.148047193552316
198,61.86645373897079
199,60.22213675893033
200,59.93648335400974
201,61.83408997730692
202,60.181572285884954
203,60.023395449872964
204,61.80358296074007
205,61.7001223454339
206,61.67889905434856
207,59.252279384567714
208,61.6595325083548
209,59.23359440020647
210,59.949609837236835
211,62.818113734172925
212,60.63081443000044
213,62.84371331542968
214,60.44980860384783
215,60.74835720920453
216,62.91347053406241
217,63.058555206611686
218,60.742704195465535
219,63.21106685954726
220,62.25516840668604
221,61.94335023595738
222,60.820569956111626
223,61.07470719639821
224,59.03219740081147
225,60.18726527504475
226,62.57610082719873
227,60.12597124493766
228,58.0817723476797
229,62.430024298437615
230,63.631365722653186
231,62.717684585181246
232,60.31390119370042
233,60.49245961075246
234,60.485735668635584
235,60.51993557360436
236,60.79762702885307
237,62.48605900299333
238,60.65830042164123
239,60.526400794817505
240,62.255062594886454
241,60.34247694279509
242,62.06770355929655
243,60.13360510036762
244,60.34024910554979
245,62.40406672576535
246,60.554690391309464
247,62.233892811731835
248,62.18088166391715
249,62.38118121135665
250,60.278234217043405
251,62.14670865027108
252,61.56415550082272
253,59.973256891382675
254,61.694102434914726
255,55.27893038283253
256,62.231787196495475
257,57.92655692000005
258,62.17045323790478
259,60.242360926553715
260,61.891634621384924
261,59.80760709941785
262,61.65923463227625
263,62.42244950258498
264,62.19443493084361
265,60.12215304068775
266,62.01629156476008
267,61.756520856572365
268,59.755653687262
269,62.391823639886184
270,59.8825123646933
271,62.15565520837515
272,62.03522840216135
273,59.66279456027803
274,59.346663234024504
275,57.338606885270906
276,60.06819562288399
277,59.938794374298936
278,59.03403406749965
279,62.35977032035987
280,59.717551343005084
281,59.835089166885496
282,62.428600701452865
283,59.78706328571968
284,59.895718836593346
285,59.931657406443605
286,59.34299208534901
287,62.11544802905735
288,61.93788121182331
289,59.6441536086935
290,59.78623851225382
291,61.783759224439905
292,61.72514683418592
293,61.613492288947214
294,61.56045013397704
295,59.46122607261384
296,61.41246413965598
297,61.32309053558163
298,58.642363234037816
299,59.393600418589244
300,59.46315799101319
301,59.524460300999976
302,59.65263515629374
303,61.61848008630511
304,61.51073121421393
305,58.75608627784857
306,61.3630334942867
307,61.3175144111741
308,61.40859161068545
309,59.213089888151785
310,61.10362788485543
311,58.908058375855376
312,58.863718398294054
313,58.78060867848433
314,57.31816063055919
315,58.4985238216326
316,59.288195900146434
317,59.34404482928983
318,62.07675009156844
319,61.23126188579806
320,58.73737648842541
321,61.60927547844801
322,58.01508414428861
323,55.241597521166
324,55.11781422973138
325,55.05870770165825
326,55.00145791868147
327,53.162483351069454
328,54.89252858801672
329,52.178175083661245
330,54.652698300539555
331,54.569763401222644
332,51.86018082827104
333,54.25064747693261
334,52.203932408340165
335,54.825491301995385
336,52.103985364259756
337,54.68745163921005
338,51.967990386361976
339,50.58272674417219
340,54.645151908474304
341,55.50501159049384
342,55.64879177586329
343,53.67009831017174
344,55.72346698619242
345,52.33544411771197
346,55.40765366412131
347,53.155895465457775
348,52.35815434578819
349,55.044312879849144
350,52.268170857796235
351,54.939673588201345
352,54.8901390600214
353,52.15160200900857
354,55.445221485901925
355,52.88704195001867
356,55.36781811015601
357,55.12921597120214
358,55.074207299204204
359,53.7745145617431
360,51.87362771202663
361,53.96248427903504
362,55.157586842256364
363,52.24216961004447
364,55.51607475897333
365,52.87107757314254
366,55.65319669572375
367,55.724542781742116
368,53.69257051432976
369,53.97367344909924
370,55.36012019422594
371,52.80326611802991
372,53.64001999592972
373,52.827533310337344
374,55.32505724433247
375,55.26662335655408
376,52.43472068978815
377,55.15532581628656
378,52.328499762972
379,55.00230509410801
380,54.9550116769077
381,53.311727159713314
382,55.581218204721495
383,55.64904298349063
384,50.628498790601384
385,55.290615765646066
386,53.78658366037041
387,53.05571481657205
388,52.91233832063733
389,55.64430737323926
390,58.5387081909779
391,54.15369262729598
392,53.16151550253778
393,54.14077074562499
394,55.93454752900777
395,52.95812876304478
396,53.09418439777289
397,55.328342555866016
398,56.005478241990545
399,53.23926569209323
400,54.285613825257656
401,55.64945456912517
402,52.75218500558219
403,53.97021618040924
404,55.52970711945943
405,50.76038320875193
406,55.417386650177264
407,55.215026652770916
408,53.314187486278
409,52.32320958226717
410,53.47018257297566
411,52.277943007282715
412,55.124987124648555
413,52.60484582857623
414,53.31330626427405
415,55.042374576907946
416,53.26472765156939
417,52.07946130881862
418,52.558661600588835
419,54.93238134351975
420,52.04533520441453
421,51.98265323089743
422,55.87734715995464
423,56.0175440237648
424,53.16934689752031
425,53.19718035647145
426,53.10394530159135
427,55.95493174897126
428,56.16516786796217
429,53.31833386497544
430,53.39561246634764
431,55.59246830226891
432,53.88965932388908
433,53.69407964258187
434,55.36821172958878
435,52.366209725052954
436,53.51521066714065
437,55.21951512359135
438,55.12966777840791
439,55.04724741360985
440,53.1628358028114
441,54.93754245463185
442,57.291340953379745
443,54.904687625166275
444,53.0788679760102
445,53.03966918025651
446,51.95103119066732
447,54.791835758264256
448,52.65086716049552
449,54.69254768930239
450,54.67826031079983
451,54.65525578908034
452,52.73102760330164
453,53.24513086847708
454,53.80790179161738
455,55.59485667596198
456,54.23434870457129
457,53.7446268029438
458,54.05987130908977
459,55.42541659449705
460,55.27172630203347
461,53.48897329879071
462,55.22420969473785
463,53.43325598010995
464,53.37939540652985
465,55.01447783470792
466,54.978101697992656
467,53.50111030639562
468,52.06482732734037
469,53.137943715052074
470,54.943582306370786
471,54.910919659845945
472,52.104087876893004
473,51.999008412453236
474,53.05436025413508
475,54.85116460208553
476,54.82407219084814
477,54.77545760366445
478,51.84611355010054
479,54.734269996868875
480,54.716461311112994
481,51.81000255675315
482,54.67417572442753
483,52.7274084934819
484,56.045176628106105
485,53.17143283194707
486,53.2452862175345
487,56.17582228113531
488,56.270262335283746
489,56.429603198881864
490,54.62508192226812
491,53.559267210865414
492,54.07280039867726
493,54.14705523673399
494,50.63303981025126
