No,UHH
1,73.92157169942763
2,63.25087057418287
3,63.23052605489446
4,63.279633388253224
5,63.3650379902296
6,63.440988610933246
7,63.24621933468339
8,56.02029114776106
9,55.499234251843
10,56.27960937689588
11,56.63423515630048
12,70.6014911493818
13,74.41733415626864
14,70.58527212435035
15,69.71083652757302
16,60.489477882120255
17,60.489477882120255
18,60.489477882120255
19,60.489477882120255
20,53.32558430467367
21,53.01223732094202
22,53.08196230681206
23,53.25610802834385
24,53.18012050181191
25,53.38361568922618
26,53.279644588801375
27,53.313863086800765
28,52.93341768490184
29,59.421548612456
30,59.421548612456
31,59.40069365361999
32,58.4755208448842
33,59.421548612456
34,59.421548612456
35,59.421548612456
36,59.421548612456
37,59.421548612456
38,59.421548612456
39,59.421548612456
40,59.421548612456
41,59.421548612456
42,59.346554236786545
43,59.68659946500897
44,59.68659946500897
45,59.68659946500897
46,59.68659946500897
47,59.68659946500897
48,59.68659946500897
49,59.68659946500897
50,59.68659946500897
51,59.68659946500897
52,59.68659946500897
53,59.68659946500897
54,73.98701014590107
55,73.98701014590107
56,73.98701014590107
57,72.9317336355402
58,66.52413879902011
59,70.54174671428211
60,66.93950262987966
61,67.17050404082974
62,67.25584324612944
63,68.74911971525783
64,70.01224428339533
65,69.1004301352178
66,70.16679828873515
67,69.28032002870108
68,69.00972469882235
69,70.13883092941906
70,70.35756602857289
71,71.09749082355435
72,70.01383092941906
73,69.11636676665246
74,69.74100827392311
75,68.79827475576954
76,68.83327475576954
77,70.02958930984624
78,68.91614922344279
79,69.28344663303318
80,69.2310303650906
81,69.11880083472424
82,68.80483675846716
83,69.6631628097829
84,68.82043741769638
85,69.82670061862143
86,67.731604204287
87,71.54682892363518
88,71.21748221459906
89,70.0790039361933
90,70.16472467659631
91,70.39343352189421
92,70.16472467659631
93,70.46356945570035
94,70.73181113014944
95,70.52742180452192
96,70.10232200641481
97,70.28248425106231
98,70.71610758078411
99,70.38762795740963
100,70.02041825730002
101,70.09397186875067
102,71.44449810026882
103,70.02041825730002
104,70.18290650927354
105,70.02041825730002
106,70.21260528737523
107,70.27714884712306
108,70.0008153717531
109,70.08975648401166
110,70.13627983347604
111,70.08975648401166
112,70.22326971552779
113,69.96760032397773
114,70.0401860583293
115,69.96760032397773
116,69.96760032397773
117,70.0401860583293
118,69.96760032397773
119,70.10861992476606
120,69.91763984344631
121,70.03132853793092
122,70.065230240625
123,70.03132853793092
124,70.05388852742072
125,70.07206809398419
126,69.9627352257449
127,70.01551234807181
128,70.06922266279054
129,70.01551234807181
130,70.12305871671883
131,70.05689518272274
132,69.90375249105163
133,69.97999193310979
134,69.80468979825028
135,69.72443741394031
136,69.75072467513777
137,69.75455145662195
138,69.50470677046881
139,69.70795040313618
140,69.78927177695529
141,69.72082875400079
142,69.78048875388743
143,69.62995869350573
144,69.48885577020492
145,69.63664782376804
146,69.58139353409805
147,69.6563911272031
148,69.69492287097924
149,69.52192407528877
150,69.62950363519793
151,69.663405337892
152,69.46913318827687
153,69.47563935412958
154,69.58833943963066
155,69.46913318827687
156,69.78961165745193
157,69.87491620611166
158,69.97301146019632
159,70.42818263446804
160,70.21332855082159
161,69.91172957037702
162,70.05360234288973
163,69.38535821403809
164,69.44135821403808
165,67.19356077616843
166,66.06386787785738
167,65.36751339634365
168,67.5924903837664
169,67.65540684926786
170,68.01646732775706
171,69.53825262663376
172,68.36949327001231
173,72.6215746338396
174,72.57240796717294
175,72.69425567929876
176,71.44190783815239
177,71.75367309486346
178,71.47188591537628
179,71.35532247229872
180,70.20181607819615
181,71.43054469347042
182,70.54705708171801
183,70.33066166886732
184,70.58913115579209
185,70.56643865087536
186,70.56643865087536
187,70.32225520359245
188,70.56792772277907
189,70.4322891666754
190,70.48587062586662
191,70.21722710429025
192,70.29159209253909
193,70.29159209253909
194,70.43942128012264
195,70.24790465155702
196,70.5666469530005
197,68.9084359237867
198,66.53332684371544
199,66.53332684371544
200,66.51298232442704
201,66.53332684371544
202,65.498360679914
203,65.37398719541333
204,65.39405291174955
205,65.43654653553827
206,65.37524554280911
207,65.34117021380236
208,65.32110449746611
209,65.34144901675451
210,65.32110449746611
211,65.34144901675451
212,65.34144901675451
213,65.32110449746611
214,65.32110449746611
215,65.32110449746611
216,65.34144901675451
217,65.32110449746611
218,65.32110449746611
219,65.34117021380236
220,65.37524554280911
221,65.37496673985693
222,65.3549010235207
223,65.3549010235207
224,65.34144901675451
225,65.37524554280911
226,65.37524554280911
227,65.37524554280911
228,65.37524554280911
229,65.3549010235207
230,65.3549010235207
231,65.37524554280911
232,65.40400835687944
233,65.37524554280911
234,65.40400835687944
235,65.40400835687944
